symbol,strike,iv,last_price,expiry,type,underlying_price,moneyyyyy,expiry_dt,T,d2,exercise_prob
SPX US 04/17/26 P5150 Index,5150.0,0.3877946,9.15,4/17/2026,Put,6902.14,OTM,2026-04-17,0.15331964407939766,1.8828793534354271,0.02985835992198698
SPX US 04/17/26 P5175 Index,5175.0,0.38416269999999997,8.9,4/17/2026,Put,6902.62,OTM,2026-04-17,0.15331964407939766,1.870377968213352,0.030715674617684704
SPX US 04/17/26 P5200 Index,5200.0,0.3807889,9.15,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,1.8556725879595444,0.031750120151258956
SPX US 04/17/26 P5225 Index,5225.0,0.3770148,9.4,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.8437748028643135,0.03260798314834528
SPX US 04/17/26 P5250 Index,5250.0,0.3735712,9.7,4/17/2026,Put,6902.35,OTM,2026-04-17,0.15331964407939766,1.82897833981248,0.03370142657132773
SPX US 04/17/26 P5275 Index,5275.0,0.3698766,10.0,4/17/2026,Put,6903.34,OTM,2026-04-17,0.15331964407939766,1.8168902287586985,0.03461696157623191
SPX US 04/17/26 P5300 Index,5300.0,0.36635959999999995,10.15,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.802564226683824,0.03572833971935166
SPX US 04/17/26 P5325 Index,5325.0,0.3628542,13.0,4/17/2026,Put,6903.11,OTM,2026-04-17,0.15331964407939766,1.7881949926370677,0.03687227694593967
SPX US 04/17/26 P5350 Index,5350.0,0.35923540000000004,12.0,4/17/2026,Put,6903.25,OTM,2026-04-17,0.15331964407939766,1.7744783632255494,0.03799202896044707
SPX US 04/17/26 P5375 Index,5375.0,0.35576189999999996,11.09,4/17/2026,Put,6902.74,OTM,2026-04-17,0.15331964407939766,1.7591730624236126,0.039274059078585735
SPX US 04/17/26 P5400 Index,5400.0,0.3521917,11.7,4/17/2026,Put,6903.13,OTM,2026-04-17,0.15331964407939766,1.7451714282275503,0.04047751654832779
SPX US 04/17/26 P5425 Index,5425.0,0.348573,12.42,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,1.7310308206978648,0.04172313377312861
SPX US 04/17/26 P5450 Index,5450.0,0.3450777,12.35,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,1.714894314779448,0.04318230259457489
SPX US 04/17/26 P5475 Index,5475.0,0.3419296,15.7,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.698625456211186,0.04469488845016014
SPX US 04/17/26 P5500 Index,5500.0,0.3382767,13.25,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,1.6831799927513331,0.04617012635441143
SPX US 04/17/26 P5525 Index,5525.0,0.33499110000000004,15.99,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.6672460337328892,0.04773274631495131
SPX US 04/17/26 P5550 Index,5550.0,0.33149639999999997,14.58,4/17/2026,Put,6902.14,OTM,2026-04-17,0.15331964407939766,1.65028921847659,0.04944189818445161
SPX US 04/17/26 P5575 Index,5575.0,0.3279736,14.39,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,1.6344837535819134,0.05107865741796498
SPX US 04/17/26 P5600 Index,5600.0,0.32439799999999996,15.05,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,1.6190818392395478,0.05271482786212005
SPX US 04/17/26 P5625 Index,5625.0,0.32129939999999996,16.18,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.6008664245194282,0.05470325376377438
SPX US 04/17/26 P5640 Index,5640.0,0.31910499999999997,17.7,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.5917599245058038,0.055719328988576615
SPX US 04/17/26 P5650 Index,5650.0,0.3179035,18.85,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,1.5841556825945693,0.05657914777770694
SPX US 04/17/26 P5675 Index,5675.0,0.3144246,18.55,4/17/2026,Put,6902.91,OTM,2026-04-17,0.15331964407939766,1.5667571370505962,0.05858573488656741
SPX US 04/17/26 P5700 Index,5700.0,0.31142410000000004,17.3,4/17/2026,Put,6902.71,OTM,2026-04-17,0.15331964407939766,1.5467484961118159,0.06096195199379434
SPX US 04/17/26 P5710 Index,5710.0,0.3100312,18.65,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,1.5404854099320369,0.06172103825384495
SPX US 04/17/26 P5720 Index,5720.0,0.3087251,18.53,4/17/2026,Put,6903.36,OTM,2026-04-17,0.15331964407939766,1.5331361741953968,0.06262115316256697
SPX US 04/17/26 P5725 Index,5725.0,0.3078271,17.9,4/17/2026,Put,6902.14,OTM,2026-04-17,0.15331964407939766,1.5292454700114138,0.06310180111398042
SPX US 04/17/26 P5730 Index,5730.0,0.3073264,18.1,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.525906635669456,0.06351655894625807
SPX US 04/17/26 P5740 Index,5740.0,0.3059613,18.43,4/17/2026,Put,6902.86,OTM,2026-04-17,0.15331964407939766,1.5183330551350547,0.06446522934760167
SPX US 04/17/26 P5750 Index,5750.0,0.304797,18.66,4/17/2026,Put,6903.09,OTM,2026-04-17,0.15331964407939766,1.510284107991559,0.06548547252755714
SPX US 04/17/26 P5760 Index,5760.0,0.30343889999999996,22.46,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,1.50209852082506,0.06653583342384942
SPX US 04/17/26 P5770 Index,5770.0,0.3021887,23.8,4/17/2026,Put,6903.21,OTM,2026-04-17,0.15331964407939766,1.495147765426292,0.0674379411428641
SPX US 04/17/26 P5775 Index,5775.0,0.3015908,21.97,4/17/2026,Put,6903.0,OTM,2026-04-17,0.15331964407939766,1.4907538023282236,0.06801307240027463
SPX US 04/17/26 P5780 Index,5780.0,0.3009189,17.89,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.486841121241365,0.0685283889748051
SPX US 04/17/26 P5790 Index,5790.0,0.2994934,18.19,4/17/2026,Put,6903.36,OTM,2026-04-17,0.15331964407939766,1.4803423901669908,0.06939094797190745
SPX US 04/17/26 P5800 Index,5800.0,0.2983229,22.74,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.4712294728038295,0.07061453457244608
SPX US 04/17/26 P5810 Index,5810.0,0.29686260000000003,24.17,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,1.4638336206138014,0.07161970690700628
SPX US 04/17/26 P5820 Index,5820.0,0.2957932,25.1,4/17/2026,Put,6902.88,OTM,2026-04-17,0.15331964407939766,1.455097822977174,0.07282109089782439
SPX US 04/17/26 P5825 Index,5825.0,0.2950892,20.4,4/17/2026,Put,6903.35,OTM,2026-04-17,0.15331964407939766,1.4520024718700038,0.07325045896543525
SPX US 04/17/26 P5830 Index,5830.0,0.294591,25.4,4/17/2026,Put,6903.2,OTM,2026-04-17,0.15331964407939766,1.4470266795878806,0.07394472570641657
SPX US 04/17/26 P5840 Index,5840.0,0.2932138,26.5,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.439386176647879,0.07502056934561996
SPX US 04/17/26 P5850 Index,5850.0,0.29198609999999997,21.5,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,1.431107833377176,0.07619965629938975
SPX US 04/17/26 P5860 Index,5860.0,0.29057289999999997,25.7,4/17/2026,Put,6902.62,OTM,2026-04-17,0.15331964407939766,1.4227710477011555,0.07740126845173761
SPX US 04/17/26 P5870 Index,5870.0,0.2893469,26.7,4/17/2026,Put,6902.12,OTM,2026-04-17,0.15331964407939766,1.413591976512674,0.07874086922344758
SPX US 04/17/26 P5875 Index,5875.0,0.2888194,23.87,4/17/2026,Put,6902.88,OTM,2026-04-17,0.15331964407939766,1.4098253715866427,0.07929562650532185
SPX US 04/17/26 P5880 Index,5880.0,0.28799389999999997,28.1,4/17/2026,Put,6903.21,OTM,2026-04-17,0.15331964407939766,1.4070702030044329,0.07970328634657603
SPX US 04/17/26 P5890 Index,5890.0,0.28696269999999996,24.18,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.3973438511063063,0.08115509756684625
SPX US 04/17/26 P5900 Index,5900.0,0.2856265,23.65,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,1.3882401731539586,0.08253196152668074
SPX US 04/17/26 P5910 Index,5910.0,0.2844103,23.8,4/17/2026,Put,6902.79,OTM,2026-04-17,0.15331964407939766,1.3799674473728036,0.08379833394876468
SPX US 04/17/26 P5920 Index,5920.0,0.2833194,28.4,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,1.3709656212196066,0.08519283662520438
SPX US 04/17/26 P5925 Index,5925.0,0.2825592,29.4,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,1.3662216928351754,0.08593469535279608
SPX US 04/17/26 P5930 Index,5930.0,0.2817989,30.2,4/17/2026,Put,6902.74,OTM,2026-04-17,0.15331964407939766,1.3630995146443825,0.08642557486775104
SPX US 04/17/26 P5940 Index,5940.0,0.2806826,30.1,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,1.3532060294456874,0.08799490979274466
SPX US 04/17/26 P5950 Index,5950.0,0.2795331,25.79,4/17/2026,Put,6903.2,OTM,2026-04-17,0.15331964407939766,1.3448861438701896,0.08933100276329609
SPX US 04/17/26 P5960 Index,5960.0,0.2782302,31.7,4/17/2026,Put,6903.25,OTM,2026-04-17,0.15331964407939766,1.3363478432077927,0.09071780275545394
SPX US 04/17/26 P5970 Index,5970.0,0.276902,28.95,4/17/2026,Put,6903.11,OTM,2026-04-17,0.15331964407939766,1.3276301321161668,0.09215016256509384
SPX US 04/17/26 P5975 Index,5975.0,0.276376,27.13,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.3226806172250534,0.09297080599564167
SPX US 04/17/26 P5980 Index,5980.0,0.2758391,29.4,4/17/2026,Put,6902.74,OTM,2026-04-17,0.15331964407939766,1.3171710931960723,0.09389064052013663
SPX US 04/17/26 P5990 Index,5990.0,0.2745827,26.14,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,1.3088782403892127,0.09528779924181224
SPX US 04/17/26 P6000 Index,6000.0,0.2731436,28.05,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,1.2995780947733182,0.09687280571955798
SPX US 04/17/26 P6010 Index,6010.0,0.2721496,27.2,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,1.2901070238275385,0.09850675075533455
SPX US 04/17/26 P6020 Index,6020.0,0.2709297,32.85,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,1.2794122310413156,0.10037596449950503
SPX US 04/17/26 P6025 Index,6025.0,0.27035370000000003,28.9,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.2758076255773672,0.10101176564302689
SPX US 04/17/26 P6030 Index,6030.0,0.2697429,34.5,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.2710958147898215,0.10184728203661964
SPX US 04/17/26 P6040 Index,6040.0,0.2683694,38.57,4/17/2026,Put,6903.35,OTM,2026-04-17,0.15331964407939766,1.262633798333136,0.10336040779468442
SPX US 04/17/26 P6050 Index,6050.0,0.2671042,28.8,4/17/2026,Put,6902.52,OTM,2026-04-17,0.15331964407939766,1.2521444774375199,0.10525861163234346
SPX US 04/17/26 P6060 Index,6060.0,0.2660708,36.36,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,1.242450861444663,0.10703512991596292
SPX US 04/17/26 P6070 Index,6070.0,0.2648347,35.99,4/17/2026,Put,6902.62,OTM,2026-04-17,0.15331964407939766,1.2320807447732505,0.10895946170435672
SPX US 04/17/26 P6075 Index,6075.0,0.26405819999999997,36.75,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.2283951281566634,0.10964933792380288
SPX US 04/17/26 P6080 Index,6080.0,0.26350049999999997,35.49,4/17/2026,Put,6902.79,OTM,2026-04-17,0.15331964407939766,1.2231275212572377,0.11064076765555209
SPX US 04/17/26 P6090 Index,6090.0,0.2623631,30.99,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,1.2122306883562695,0.11271204365347154
SPX US 04/17/26 P6100 Index,6100.0,0.2610605,32.71,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,1.2028252330746274,0.11452197902353156
SPX US 04/17/26 P6110 Index,6110.0,0.2597444,35.05,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,1.1932456836140912,0.11638658398388435
SPX US 04/17/26 P6120 Index,6120.0,0.25884979999999996,35.5,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.1827580025663267,0.11845253466186667
SPX US 04/17/26 P6125 Index,6125.0,0.2580127,34.51,4/17/2026,Put,6903.34,OTM,2026-04-17,0.15331964407939766,1.179112565895992,0.1191766777798407
SPX US 04/17/26 P6130 Index,6130.0,0.25764790000000004,37.26,4/17/2026,Put,6903.01,OTM,2026-04-17,0.15331964407939766,1.1723627749322958,0.120525719082339
SPX US 04/17/26 P6140 Index,6140.0,0.2561593,44.1,4/17/2026,Put,6903.11,OTM,2026-04-17,0.15331964407939766,1.163653774138233,0.12228217486365445
SPX US 04/17/26 P6150 Index,6150.0,0.25491569999999997,34.35,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,1.1531668725314481,0.12442094894848443
SPX US 04/17/26 P6160 Index,6160.0,0.25389849999999997,35.55,4/17/2026,Put,6902.79,OTM,2026-04-17,0.15331964407939766,1.1417270595299707,0.1267837447114073
SPX US 04/17/26 P6170 Index,6170.0,0.25255469999999997,38.85,4/17/2026,Put,6902.71,OTM,2026-04-17,0.15331964407939766,1.1318097763603492,0.1288572083330563
SPX US 04/17/26 P6175 Index,6175.0,0.2519106,37.33,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,1.1263179706764217,0.13001547693142312
SPX US 04/17/26 P6180 Index,6180.0,0.25138459999999996,47.2,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,1.120348976562336,0.1312825394351526
SPX US 04/17/26 P6190 Index,6190.0,0.2501281,49.7,4/17/2026,Put,6903.21,OTM,2026-04-17,0.15331964407939766,1.1114411985798727,0.13318924359349998
SPX US 04/17/26 P6200 Index,6200.0,0.24893679999999999,39.09,4/17/2026,Put,6902.35,OTM,2026-04-17,0.15331964407939766,1.0993890785407383,0.13579919623735165
SPX US 04/17/26 P6210 Index,6210.0,0.2476258,41.8,4/17/2026,Put,6902.91,OTM,2026-04-17,0.15331964407939766,1.0899397189070716,0.1378698494251614
SPX US 04/17/26 P6220 Index,6220.0,0.24651610000000002,52.1,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,1.0775617939538338,0.14061468005081867
SPX US 04/17/26 P6225 Index,6225.0,0.2461265,42.74,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.0724954714813122,0.14174877344096287
SPX US 04/17/26 P6230 Index,6230.0,0.2451595,43.35,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,1.0687412804355299,0.14259313248039096
SPX US 04/17/26 P6240 Index,6240.0,0.2439905,43.2,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,1.0564259620186978,0.14538682496976763
SPX US 04/17/26 P6250 Index,6250.0,0.2428869,42.75,4/17/2026,Put,6903.13,OTM,2026-04-17,0.15331964407939766,1.0459036447956076,0.1478027607057683
SPX US 04/17/26 P6260 Index,6260.0,0.2416768,50.7,4/17/2026,Put,6903.09,OTM,2026-04-17,0.15331964407939766,1.0346601206244266,0.15041383315132223
SPX US 04/17/26 P6270 Index,6270.0,0.24038150000000003,50.3,4/17/2026,Put,6903.01,OTM,2026-04-17,0.15331964407939766,1.0236626606710038,0.15299731880011114
SPX US 04/17/26 P6275 Index,6275.0,0.23997800000000002,48.74,4/17/2026,Put,6903.2,OTM,2026-04-17,0.15331964407939766,1.0173517051623704,0.15449307391534484
SPX US 04/17/26 P6280 Index,6280.0,0.2392245,44.6,4/17/2026,Put,6902.62,OTM,2026-04-17,0.15331964407939766,1.011451499271873,0.15590019164740604
SPX US 04/17/26 P6290 Index,6290.0,0.23809170000000002,47.01,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,0.999330848096102,0.15881722327537506
SPX US 04/17/26 P6300 Index,6300.0,0.2368558,48.48,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,0.9877613164918427,0.1616347784313243
SPX US 04/17/26 P6310 Index,6310.0,0.2357226,52.09,4/17/2026,Put,6903.34,OTM,2026-04-17,0.15331964407939766,0.9773562162627366,0.16419641551184821
SPX US 04/17/26 P6320 Index,6320.0,0.23461410000000002,52.87,4/17/2026,Put,6903.21,OTM,2026-04-17,0.15331964407939766,0.9649666103567207,0.16728076800189684
SPX US 04/17/26 P6325 Index,6325.0,0.2338467,52.07,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,0.9587691158390973,0.16883753549921898
SPX US 04/17/26 P6330 Index,6330.0,0.23315560000000002,50.24,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,0.9541944633004026,0.1699926083701288
SPX US 04/17/26 P6335 Index,6335.0,0.2327788,55.15,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,0.9471922103387839,0.17177042199535558
SPX US 04/17/26 P6340 Index,6340.0,0.23194030000000002,50.6,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,0.9410937742020068,0.17332840286857654
SPX US 04/17/26 P6345 Index,6345.0,0.2313888,51.0,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,0.9362271120127819,0.17457813340315542
SPX US 04/17/26 P6350 Index,6350.0,0.2307298,52.91,4/17/2026,Put,6903.25,OTM,2026-04-17,0.15331964407939766,0.9303924654166512,0.1760839591259134
SPX US 04/17/26 P6360 Index,6360.0,0.2296184,57.1,4/17/2026,Put,6903.16,OTM,2026-04-17,0.15331964407939766,0.9176853345607482,0.179391813850244
SPX US 04/17/26 P6370 Index,6370.0,0.2283936,57.45,4/17/2026,Put,6903.09,OTM,2026-04-17,0.15331964407939766,0.9054062012635249,0.18262511583983887
SPX US 04/17/26 P6375 Index,6375.0,0.2277683,58.0,4/17/2026,Put,6903.25,OTM,2026-04-17,0.15331964407939766,0.8995992294060231,0.18416678372189182
SPX US 04/17/26 P6380 Index,6380.0,0.22713450000000002,63.5,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,0.8929237383239065,0.1859490068791464
SPX US 04/17/26 P6390 Index,6390.0,0.22601459999999998,60.2,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,0.8795831271914525,0.18954259131210782
SPX US 04/17/26 P6395 Index,6395.0,0.2252202,64.17,4/17/2026,Put,6902.91,OTM,2026-04-17,0.15331964407939766,0.8747027982792838,0.19086781857913904
SPX US 04/17/26 P6400 Index,6400.0,0.2248086,58.17,4/17/2026,Put,6903.13,OTM,2026-04-17,0.15331964407939766,0.8679489801932194,0.19271113175943033
SPX US 04/17/26 P6405 Index,6405.0,0.2240177,62.61,4/17/2026,Put,6903.21,OTM,2026-04-17,0.15331964407939766,0.8625525867318282,0.19419175418265883
SPX US 04/17/26 P6410 Index,6410.0,0.2235914,56.15,4/17/2026,Put,6903.13,OTM,2026-04-17,0.15331964407939766,0.8553187719774261,0.19618734902000468
SPX US 04/17/26 P6415 Index,6415.0,0.2229504,68.56,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,0.8491306916492146,0.19790428697788676
SPX US 04/17/26 P6420 Index,6420.0,0.2224124,63.87,4/17/2026,Put,6902.86,OTM,2026-04-17,0.15331964407939766,0.8419668420303772,0.19990325686505395
SPX US 04/17/26 P6425 Index,6425.0,0.2218115,66.91,4/17/2026,Put,6902.87,OTM,2026-04-17,0.15331964407939766,0.835536455292702,0.2017078650102847
SPX US 04/17/26 P6430 Index,6430.0,0.2209931,59.98,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,0.8294429275050692,0.20342690955328607
SPX US 04/17/26 P6435 Index,6435.0,0.2203399,70.05,4/17/2026,Put,6902.86,OTM,2026-04-17,0.15331964407939766,0.8236522620787238,0.20506858571993675
SPX US 04/17/26 P6440 Index,6440.0,0.21983889999999998,60.74,4/17/2026,Put,6902.62,OTM,2026-04-17,0.15331964407939766,0.8162988348134539,0.2071646203278299
SPX US 04/17/26 P6445 Index,6445.0,0.2191058,66.35,4/17/2026,Put,6902.16,OTM,2026-04-17,0.15331964407939766,0.8094946761701631,0.20911533194009008
SPX US 04/17/26 P6450 Index,6450.0,0.2186254,62.15,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,0.8024873896345062,0.21113554002555435
SPX US 04/17/26 P6455 Index,6455.0,0.2179403,72.7,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,0.7965038855762578,0.21286960899191076
SPX US 04/17/26 P6460 Index,6460.0,0.2174494,73.7,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,0.7894005914906896,0.21493895515100458
SPX US 04/17/26 P6465 Index,6465.0,0.2168115,74.15,4/17/2026,Put,6903.34,OTM,2026-04-17,0.15331964407939766,0.7844808474558977,0.21637900789192455
SPX US 04/17/26 P6470 Index,6470.0,0.2161634,65.1,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,0.7762245302457189,0.21880821236491071
SPX US 04/17/26 P6475 Index,6475.0,0.21557759999999998,66.83,4/17/2026,Put,6902.52,OTM,2026-04-17,0.15331964407939766,0.7697380251002602,0.22072765456037713
SPX US 04/17/26 P6480 Index,6480.0,0.2148411,65.58,4/17/2026,Put,6902.56,OTM,2026-04-17,0.15331964407939766,0.7635586901788629,0.22256513738799566
SPX US 04/17/26 P6485 Index,6485.0,0.214424,67.0,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,0.7557275031796384,0.22490629535278656
SPX US 04/17/26 P6490 Index,6490.0,0.21367540000000002,71.77,4/17/2026,Put,6902.14,OTM,2026-04-17,0.15331964407939766,0.7490241930411419,0.2269213118868748
SPX US 04/17/26 P6495 Index,6495.0,0.2131681,76.27,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,0.742213043115841,0.2289791336171932
SPX US 04/17/26 P6500 Index,6500.0,0.21259,69.65,4/17/2026,Put,6903.35,OTM,2026-04-17,0.15331964407939766,0.7368842613733538,0.23059636792379362
SPX US 04/17/26 P6505 Index,6505.0,0.2118686,69.4,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,0.7287834442409278,0.23306707014461986
SPX US 04/17/26 P6510 Index,6510.0,0.2112739,69.2,4/17/2026,Put,6902.52,OTM,2026-04-17,0.15331964407939766,0.7219553977329122,0.23516095006071258
SPX US 04/17/26 P6515 Index,6515.0,0.2104,70.18,4/17/2026,Put,6902.21,OTM,2026-04-17,0.15331964407939766,0.7154326143115454,0.23717088280811138
SPX US 04/17/26 P6520 Index,6520.0,0.2100458,70.4,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,0.7091411085192223,0.23911845740998383
SPX US 04/17/26 P6525 Index,6525.0,0.2094314,71.88,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,0.702114487866717,0.24130388395711044
SPX US 04/17/26 P6530 Index,6530.0,0.2087254,73.62,4/17/2026,Put,6903.34,OTM,2026-04-17,0.15331964407939766,0.6956952088725514,0.243309863316733
SPX US 04/17/26 P6535 Index,6535.0,0.20792280000000002,83.0,4/17/2026,Put,6902.42,OTM,2026-04-17,0.15331964407939766,0.6876571598123405,0.24583435187288527
SPX US 04/17/26 P6540 Index,6540.0,0.2074683,73.65,4/17/2026,Put,6902.79,OTM,2026-04-17,0.15331964407939766,0.6805868802239893,0.24806646541753086
SPX US 04/17/26 P6545 Index,6545.0,0.2068605,75.76,4/17/2026,Put,6902.71,OTM,2026-04-17,0.15331964407939766,0.6732466727451482,0.25039518643768366
SPX US 04/17/26 P6550 Index,6550.0,0.2061199,76.53,4/17/2026,Put,6902.86,OTM,2026-04-17,0.15331964407939766,0.6667635985399191,0.2524615738538564
SPX US 04/17/26 P6555 Index,6555.0,0.2055527,83.48,4/17/2026,Put,6902.39,OTM,2026-04-17,0.15331964407939766,0.658499164954075,0.25510871671755825
SPX US 04/17/26 P6560 Index,6560.0,0.2049744,80.95,4/17/2026,Put,6902.71,OTM,2026-04-17,0.15331964407939766,0.6516611755769797,0.2573098868064472
SPX US 04/17/26 P6565 Index,6565.0,0.20414449999999998,77.35,4/17/2026,Put,6903.65,OTM,2026-04-17,0.15331964407939766,0.6468078994943887,0.258878139576836
SPX US 04/17/26 P6570 Index,6570.0,0.20366530000000002,80.22,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,0.6365730584044852,0.2622014893989584
SPX US 04/17/26 P6575 Index,6575.0,0.2028762,88.72,4/17/2026,Put,6902.88,OTM,2026-04-17,0.15331964407939766,0.6307851170859918,0.26409051796094785
SPX US 04/17/26 P6580 Index,6580.0,0.2022558,82.23,4/17/2026,Put,6903.2,OTM,2026-04-17,0.15331964407939766,0.6239499971430461,0.2663302120269334
SPX US 04/17/26 P6585 Index,6585.0,0.20191900000000002,80.9,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,0.6154237821111557,0.2691374447979086
SPX US 04/17/26 P6590 Index,6590.0,0.20119769999999998,83.38,4/17/2026,Put,6903.15,OTM,2026-04-17,0.15331964407939766,0.6082785719926348,0.27150136518836354
SPX US 04/17/26 P6595 Index,6595.0,0.2008373,83.9,4/17/2026,Put,6903.01,OTM,2026-04-17,0.15331964407939766,0.5996090398565358,0.27438341056649895
SPX US 04/17/26 P6600 Index,6600.0,0.1998681,85.47,4/17/2026,Put,6902.91,OTM,2026-04-17,0.15331964407939766,0.5930281225093119,0.27658116588322773
SPX US 04/17/26 P6605 Index,6605.0,0.19928010000000002,85.2,4/17/2026,Put,6903.28,OTM,2026-04-17,0.15331964407939766,0.5859903308249407,0.27894100629785423
SPX US 04/17/26 P6610 Index,6610.0,0.19870819999999997,86.2,4/17/2026,Put,6903.35,OTM,2026-04-17,0.15331964407939766,0.5783058041894057,0.28152883822942765
SPX US 04/17/26 P6615 Index,6615.0,0.19790459999999999,85.55,4/17/2026,Put,6902.35,OTM,2026-04-17,0.15331964407939766,0.5693421267576932,0.28456199167696394
SPX US 04/17/26 P6620 Index,6620.0,0.1973587,91.9,4/17/2026,Put,6903.2,OTM,2026-04-17,0.15331964407939766,0.562947104208104,0.2867354517628249
SPX US 04/17/26 P6625 Index,6625.0,0.1966957,87.13,4/17/2026,Put,6903.25,OTM,2026-04-17,0.15331964407939766,0.5553958147397573,0.28931197733116043
SPX US 04/17/26 P6630 Index,6630.0,0.19622630000000002,89.8,4/17/2026,Put,6903.11,OTM,2026-04-17,0.15331964407939766,0.5468255345858222,0.29224929929680465
SPX US 04/17/26 P6635 Index,6635.0,0.19542929999999997,89.7,4/17/2026,Put,6903.17,OTM,2026-04-17,0.15331964407939766,0.5396303514613069,0.2947259904052939
SPX US 04/17/26 P6640 Index,6640.0,0.1947506,104.66,4/17/2026,Put,6902.33,OTM,2026-04-17,0.15331964407939766,0.5303029318814374,0.297950957121394
SPX US 04/17/26 P6645 Index,6645.0,0.1942032,97.5,4/17/2026,Put,6902.91,OTM,2026-04-17,0.15331964407939766,0.5232185142094464,0.3004110994471515
